[['v', '.', '.', '.', '>', '>', '.', 'v', 'v', '>'], ['.', 'v', 'v', '>', '>', '.', 'v', 'v', '.', '.'], ['>', '>', '.', '>', 'v', '>', '.', '.', '.', 'v'], ['>', '>', 'v', '>', '>', '.', '>', '.', 'v', '.'], ['v', '>', 'v', '.', 'v', 'v', '.', 'v', '.', '.'], ['>', '.', '>', '>', '.', '.', 'v', '.', '.', '.'], ['.', 'v', 'v', '.', '.', '>', '.', '>', 'v', '.'], ['v', '.', 'v', '.', '.', '>', '>', 'v', '.', 'v'], ['.', '.', '.', '.', 'v', '.', '.', 'v', '.', '>']]
         19132957 function calls (19126077 primitive calls) in 5.480 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        2    0.000    0.000    0.000    0.000 _version.py:7(<module>)
        1    0.000    0.000    0.000    0.000 queue.py:27(Queue)
        1    0.000    0.000    0.000    0.000 xml.py:196(_EtreeFrameParser)
        1    0.000    0.000    0.000    0.000 sql.py:795(SQLTable)
        1    0.000    0.000    0.000    0.000 sql.py:2023(SQLiteDatabase)
        1    0.000    0.000    0.000    0.000 _json.py:138(Writer)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:505(OpenpyxlReader)
        1    0.000    0.000    0.000    0.000 css.py:3(<module>)
        1    0.000    0.000    0.000    0.000 info.py:228(DataFrameInfo)
        1    0.000    0.000    0.000    0.000 rolling.py:2315(RollingGroupby)
        1    0.000    0.000    0.000    0.000 format.py:422(TextAdjustment)
       24    0.000    0.000    0.000    0.000 dataclasses.py:378(<genexpr>)
        2    0.000    0.000    0.000    0.000 dataclasses.py:494(<dictcomp>)
        2    0.000    0.000    0.000    0.000 dataclasses.py:519(<listcomp>)
        6    0.000    0.000    0.000    0.000 dataclasses.py:739(_set_new_attribute)
        2    0.000    0.000    0.000    0.000 dataclasses.py:849(<listcomp>)
        5    0.000    0.000    0.000    0.000 generic.py:11054(<genexpr>)
        1    0.000    0.000    0.000    0.000 indexing.py:953(_LocIndexer)
        1    0.000    0.000    0.000    0.000 apply.py:870(FrameRowApply)
        1    0.000    0.000    0.000    0.000 numeric.py:359(UInt64Index)
        1    0.000    0.000    0.000    0.000 string_.py:57(StringDtype)
        1    0.000    0.000    0.000    0.000 numeric.py:80(NumericArray)
        1    0.000    0.000    0.000    0.000 console.py:3(<module>)
        1    0.000    0.000    0.000    0.000 datetimelike.py:1529(DatelikeOps)
        8    0.000    0.000    0.000    0.000 accessor.py:173(__init__)
        1    0.000    0.000    0.000    0.000 boolean.py:45(BooleanDtype)
        6    0.000    0.000    0.000    0.000 nanops.py:107(__init__)
        1    0.000    0.000    0.001    0.001 check.py:1(<module>)
        1    0.000    0.000    0.000    0.000 missing.py:23(<module>)
        1    0.000    0.000    0.000    0.000 mask_ops.py:3(<module>)
        1    0.000    0.000    0.000    0.000 algorithms.py:1207(SelectN)
        1    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:26(InfinityType)
        1    0.000    0.000    0.000    0.000 __init__.py:58(NegativeInfinityType)
        1    0.000    0.000    0.001    0.001 pyarrow.py:1(<module>)
        8    0.000    0.000    0.000    0.000 relativedelta.py:13(<genexpr>)
        3    0.000    0.000    0.000    0.000 __init__.py:36(__deprecate_private_class)
        4    0.000    0.000    0.000    0.000 config.py:826(is_nonnegative_int)
        5    0.000    0.000    0.000    0.000 six.py:181(_get_module)
        1    0.000    0.000    0.000    0.000 _common.py:149(_tzinfo)
        1    0.000    0.000    0.000    0.000 _common.py:267(tzrangebase)
        1    0.000    0.000    0.000    0.000 tz.py:41(tzutc)
        1    0.000    0.000    0.000    0.000 tz.py:381(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:482(_set_tzdata)
       42    0.000    0.000    0.000    0.000 inspect.py:2529(kind)
        5    0.000    0.000    0.000    0.000 typing.py:279(__init_subclass__)
        1    0.000    0.000    0.000    0.000 __init__.py:206(UTC)
        1    0.000    0.000    0.000    0.000 core.py:6234(mvoid)
        2    0.000    0.000    0.000    0.000 core.py:6633(__init__)
        1    0.000    0.000    0.000    0.000 random.py:681(getrandbits)
        1    0.000    0.000    0.000    0.000 core.py:198(<listcomp>)
        1    0.000    0.000    0.000    0.000 _odfreader.py:17(ODFReader)
        4    0.000    0.000    0.000    0.000 _util.py:18(register_writer)
        1    0.000    0.000    0.000    0.000 _iotools.py:229(NameValidator)
        1    0.000    0.000    0.000    0.000 _datasource.py:198(DataSource)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:29(<module>)
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
        3    0.000    0.000    0.000    0.000 __init__.py:99(CFunctionType)
        3    0.000    0.000    0.000    0.000 __init__.py:490(CFunctionType)
        1    0.000    0.000    0.000    0.000 threading.py:1202(_DummyThread)
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:24(<module>)
        1    0.000    0.000    0.000    0.000 _internal.py:204(dummy_ctype)
        1    0.000    0.000    0.000    0.000 records.py:233(record)
        1    0.000    0.000    0.000    0.000 getlimits.py:32(MachArLike)
        1    0.000    0.000    0.000    0.000 getlimits.py:445(iinfo)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:429(__init__)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:444(_setdef)
        1    0.000    0.000    0.000    0.000 _exceptions.py:143(_ArrayMemoryError)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(concatenate)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        6    0.000    0.000    0.000    0.000 _type_aliases.py:112(<genexpr>)
        1    0.000    0.000    0.000    0.000 pathlib.py:286(_PosixFlavour)
       15    0.000    0.000    0.000    0.000 _inspect.py:142(<lambda>)
        1    0.000    0.000    0.000    0.000 pathlib.py:136(<setcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        3    0.000    0.000    0.000    0.000 datetime.py:41(_days_before_year)
        2    0.000    0.000    0.000    0.000 datetime.py:646(__neg__)
        3    0.000    0.000    0.000    0.000 datetime.py:2156(_create)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1982(Chebyshev)
        1    0.000    0.000    0.000    0.000 hermite.py:1641(Hermite)
        2    0.000    0.000    0.000    0.000 textwrap.py:179(<listcomp>)
        2    0.000    0.000    0.000    0.000 textwrap.py:342(wrap)
        2    0.000    0.000    0.000    0.000 locale.py:575(getlocale)
        1    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        2    0.000    0.000    0.000    0.000 re.py:299(_compile_repl)
        1    0.000    0.000    0.000    0.000 genericpath.py:27(isfile)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:664(__contains__)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:765(is_package)
       12    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
       16    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        5    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        8    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        3    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        1    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        1    0.000    0.000    0.000    0.000 {built-in method time.localtime}
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _locale.setlocale}
        3    0.000    0.000    0.000    0.000 {method 'copy' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 xml.py:371(_LxmlFrameParser)
        1    0.000    0.000    0.004    0.004 testing.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _io.py:76(optional_args)
        1    0.000    0.000    0.000    0.000 stata.py:3372(StataWriterUTF8)
        1    0.000    0.000    0.000    0.000 pytables.py:4497(AppendableFrameTable)
        1    0.000    0.000    0.000    0.000 pytables.py:4729(AppendableMultiFrameTable)
        1    0.000    0.000    0.000    0.000 pytables.py:55(Term)
        1    0.000    0.000    0.000    0.000 pytables.py:404(PyTablesExprVisitor)
        1    0.000    0.000    0.000    0.000 pytables.py:3109(SeriesFixed)
        1    0.000    0.000    0.000    0.000 html.py:638(_LxmlFrameParser)
        1    0.000    0.000    0.000    0.000 _json.py:816(Parser)
        1    0.000    0.000    0.000    0.000 parquet.py:109(BaseImpl)
        1    0.000    0.000    0.000    0.000 _pyxlsb.py:13(PyxlsbReader)
        1    0.000    0.000    0.000    0.000 _odswriter.py:18(ODSWriter)
        1    0.000    0.000    0.000    0.000 _xlsxwriter.py:167(XlsxWriter)
        1    0.000    0.000    0.000    0.000 _xlwt.py:21(XlwtWriter)
        1    0.000    0.000    0.000    0.000 merge.py:1708(_AsOfMerge)
        1    0.000    0.000    0.000    0.000 reshape.py:53(_Unstacker)
        1    0.000    0.000    0.000    0.000 expr.py:776(Expr)
        1    0.000    0.000    0.000    0.000 ops.py:211(Op)
        1    0.000    0.000    0.000    0.000 accessors.py:42(Properties)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ewm.py:675(ExponentialMovingWindowGroupby)
        1    0.000    0.000    0.000    0.000 indexers.py:70(FixedWindowIndexer)
        1    0.000    0.000    0.000    0.000 indexers.py:126(VariableOffsetWindowIndexer)
        1    0.000    0.000    0.000    0.000 indexers.py:208(ExpandingIndexer)
        1    0.000    0.000    0.000    0.000 indexers.py:366(ExponentialMovingWindowIndexer)
        1    0.000    0.000    0.000    0.000 rolling.py:558(BaseWindowGroupby)
        1    0.000    0.000    0.000    0.000 gzip.py:74(_PaddedFile)
        1    0.000    0.000    0.000    0.000 gzip.py:388(_GzipReader)
        1    0.000    0.000    0.000    0.000 zipfile.py:765(_Tellable)
        1    0.000    0.000    0.000    0.000 zipfile.py:1104(_ZipWriteFile)
        1    0.000    0.000    0.000    0.000 format.py:1243(GenericArrayFormatter)
        1    0.000    0.000    0.000    0.000 common.py:759(_BytesZipFile)
        1    0.000    0.000    0.000    0.000 dataclasses.py:278(_DataclassParams)
        4    0.000    0.000    0.000    0.000 dataclasses.py:340(<listcomp>)
       10    0.000    0.000    0.000    0.000 dataclasses.py:457(_init_param)
        2    0.000    0.000    0.000    0.000 dataclasses.py:562(_cmp_fn)
        2    0.000    0.000    0.001    0.000 dataclasses.py:987(dataclass)
        1    0.000    0.000    0.000    0.000 concat.py:327(JoinUnit)
        1    0.000    0.000    0.000    0.000 copy.py:66(copy)
        1    0.000    0.000    0.000    0.000 blocks.py:1681(NDArrayBackedExtensionBlock)
        1    0.000    0.000    0.000    0.000 decoder.py:254(JSONDecoder)
        1    0.000    0.000    0.000    0.000 indexing.py:128(IndexingMixin)
        1    0.000    0.000    0.000    0.000 numeric.py:384(Float64Index)
        6    0.000    0.000    0.000    0.000 extension.py:142(_make_wrapped_comparison_op)
        1    0.000    0.000    0.000    0.000 integer.py:48(_IntegerDtype)
        1    0.000    0.000    0.000    0.000 floating.py:42(FloatingDtype)
        1    0.000    0.000    0.000    0.000 accessor.py:14(DirNamesMixin)
        1    0.000    0.000    0.003    0.003 __init__.py:19(<module>)
        1    0.000    0.000    0.000    0.000 categorical.py:2473(CategoricalAccessor)
        1    0.000    0.000    0.000    0.000 csv.py:81(DictReader)
        1    0.000    0.000    0.000    0.000 masked.py:68(BaseMaskedDtype)
        1    0.000    0.000    0.000    0.000 roperator.py:4(<module>)
        1    0.000    0.000    0.000    0.000 dispatch.py:3(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:144(__lt__)
       17    0.000    0.000    0.000    0.000 __init__.py:346(<genexpr>)
        1    0.000    0.000    0.000    0.000 dtypes.py:69(PandasExtensionDtype)
        1    0.000    0.000    0.000    0.000 _parser.py:58(_timelex)
        1    0.000    0.000    0.000    0.000 _parser.py:241(parserinfo)
        1    0.000    0.000    0.000    0.000 _parser.py:568(parser)
        2    0.000    0.000    0.000    0.000 config.py:114(_get_option)
        4    0.000    0.000    0.000    0.000 config.py:238(__init__)
        4    0.000    0.000    0.000    0.000 config.py:579(_get_deprecated_option)
        7    0.000    0.000    0.000    0.000 config.py:800(inner)
       16    0.000    0.000    0.000    0.000 config.py:812(inner)
        1    0.000    0.000    0.000    0.000 calendar.py:24(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
        1    0.000    0.000    0.000    0.000 calendar.py:72(<listcomp>)
        1    0.000    0.000    0.000    0.000 calendar.py:69(_localized_day)
        1    0.000    0.000    0.000    0.000 tz.py:1167(_tzicalvtz)
        2    0.000    0.000    0.000    0.000 six.py:80(_import_module)
        3    0.000    0.000    0.000    0.000 _common.py:132(_validate_fromutc_inputs)
        1    0.000    0.000    0.000    0.000 _factories.py:56(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:132(tzoffset)
        1    0.000    0.000    0.000    0.000 tz.py:201(tzlocal)
       41    0.000    0.000    0.000    0.000 _decorators.py:252(future_version_msg)
       57    0.000    0.000    0.000    0.000 inspect.py:2517(name)
       29    0.000    0.000    0.000    0.000 inspect.py:2525(annotation)
       16    0.000    0.000    0.000    0.000 inspect.py:2799(<genexpr>)
        2    0.000    0.000    0.000    0.000 typing.py:1180(__class_getitem__)
        1    0.000    0.000    0.000    0.000 typing.py:1586(BinaryIO)
        1    0.000    0.000    0.000    0.000 tzinfo.py:76(StaticTzInfo)
        5    0.000    0.000    0.000    0.000 typing.py:300(__new__)
        1    0.000    0.000    0.000    0.000 typing.py:293(_SpecialForm)
        1    0.000    0.000    0.000    0.000 extras.py:215(_fromnxfunction)
        1    0.000    0.000    0.000    0.000 exceptions.py:3(<module>)
        1    0.000    0.000    0.000    0.000 core.py:3124(view)
        4    0.000    0.000    0.000    0.000 core.py:3406(dtype)
        1    0.000    0.000    0.000    0.000 core.py:1330(make_mask_descr)
        2    0.000    0.000    0.000    0.000 random.py:88(__init__)
        1    0.000    0.000    0.000    0.000 date_converters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 readers.py:765(TextFileReader)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(<module>)
        1    0.000    0.000    0.000    0.000 _version.py:14(NumpyVersion)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npyio.py:51(BagObj)
        1    0.000    0.000    0.000    0.000 npyio.py:115(NpzFile)
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
        1    0.000    0.000    0.000    0.000 selectors.py:206(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:341(_PollLikeSelector)
        1    0.000    0.000    0.000    0.000 threading.py:88(_RLock)
        1    0.000    0.000    0.000    0.000 threading.py:240(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:358(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:370(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:1153(Timer)
        1    0.000    0.000    0.000    0.000 traceback.py:437(TracebackException)
        1    0.000    0.000    0.000    0.000 tokenize.py:94(TokenInfo)
        1    0.000    0.000    0.000    0.000 records.py:318(recarray)
        1    0.000    0.000    0.000    0.000 memmap.py:22(memmap)
        1    0.000    0.000    0.000    0.000 machar.py:16(MachAr)
        8    0.000    0.000    0.000    0.000 getlimits.py:90(_register_type)
        1    0.000    0.000    0.000    0.000 getlimits.py:291(finfo)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:369(errstate)
        1    0.000    0.000    0.000    0.000 numeric.py:144(ones)
        1    0.000    0.000    0.000    0.000 pickle.py:184(_Framer)
        1    0.000    0.000    0.000    0.000 pathlib.py:548(_RecursiveWildcardSelector)
        2    0.000    0.000    0.000    0.000 pathlib.py:60(__init__)
      4/3    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_string_function}
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 datetime.py:1092(tzinfo)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1635(HermiteE)
        2    0.000    0.000    0.000    0.000 textwrap.py:356(fill)
        2    0.000    0.000    0.000    0.000 locale.py:384(normalize)
        2    0.000    0.000    0.000    0.000 locale.py:467(_parse_localename)
        3    0.000    0.000    0.000    0.000 enum.py:798(_missing_)
        1    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:349(__subclasshook__)
        6    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
       14    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        2    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
        1    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
        1    0.000    0.000    0.000    0.000 compat.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _version.py:20(get_versions)
        1    0.000    0.000    0.000    0.000 __init__.py:164(set_testing_mode)
        1    0.000    0.000    0.000    0.000 stata.py:2812(StataStrLWriter)
        1    0.000    0.000    0.000    0.000 xml.py:37(_XMLFrameParser)
        1    0.000    0.000    0.000    0.000 sasreader.py:25(ReaderBase)
        1    0.000    0.000    0.000    0.000 sql.py:1879(SQLiteTable)
        1    0.000    0.000    0.000    0.000 pytables.py:4268(AppendableTable)
        1    0.000    0.000    0.000    0.000 pytables.py:4597(AppendableSeriesTable)
        1    0.000    0.000    0.000    0.000 pytables.py:4663(GenericTable)
        1    0.000    0.000    0.000    0.000 pytables.py:39(PyTablesScope)
        1    0.000    0.000    0.000    0.000 pytables.py:88(Constant)
        1    0.000    0.000    0.000    0.000 pytables.py:515(PyTablesExpr)
        1    0.000    0.000    0.000    0.000 pytables.py:1836(TableIterator)
        1    0.000    0.000    0.000    0.000 pytables.py:2548(DataIndexableCol)
        1    0.000    0.000    0.000    0.000 html.py:526(_BeautifulSoupHtml5LibFrameParser)
        1    0.000    0.000    0.000    0.000 _json.py:617(JsonReader)
        1    0.000    0.000    0.000    0.000 _xlrd.py:11(XlrdReader)
        5    0.000    0.000    0.000    0.000 css.py:16(_side_expander)
        1    0.000    0.000    0.000    0.000 merge.py:1603(_OrderedMerge)
        1    0.000    0.000    0.000    0.000 expr.py:752(PandasExprVisitor)
        1    0.000    0.000    0.000    0.000 chainmap.py:12(DeepChainMap)
        1    0.000    0.000    0.000    0.000 engines.py:46(AbstractEngine)
        1    0.000    0.000    0.000    0.000 align.py:64(_filter_special_cases)
        1    0.000    0.000    0.000    0.000 ops.py:1291(DataSplitter)
        1    0.000    0.000    0.000    0.000 info.py:621(DataFrameTableBuilderVerbose)
        1    0.000    0.000    0.000    0.000 groupby.py:524(GroupByPlot)
        1    0.000    0.000    0.000    0.000 _misc.py:501(__init__)
        1    0.000    0.000    0.000    0.000 info.py:459(DataFrameTableBuilder)
        3    0.000    0.000    0.000    0.000 series.py:177(_coerce_method)
        1    0.000    0.000    0.000    0.000 accessors.py:140(DatetimeProperties)
        1    0.000    0.000    0.000    0.000 accessors.py:300(TimedeltaProperties)
        1    0.000    0.000    0.000    0.000 expanding.py:667(ExpandingGroupby)
        1    0.000    0.000    0.000    0.000 indexers.py:100(VariableWindowIndexer)
        1    0.000    0.000    0.000    0.000 indexers.py:276(GroupbyIndexer)
        1    0.000    0.000    0.000    0.000 shared_docs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:271(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 tempfile.py:596(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:916(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 zipfile.py:313(ZipInfo)
        1    0.000    0.000    0.000    0.000 format.py:436(EastAsianTextAdjustment)
        1    0.000    0.000    0.000    0.000 format.py:1349(FloatArrayFormatter)
        1    0.000    0.000    0.000    0.000 format.py:1923(EngFormatter)
        1    0.000    0.000    0.000    0.000 common.py:59(IOArgs)
        1    0.000    0.000    0.000    0.000 common.py:816(_MMapWrapper)
        1    0.000    0.000    0.000    0.000 dataclasses.py:270(__set_name__)
       10    0.000    0.000    0.000    0.000 dataclasses.py:391(_field_assign)
        2    0.000    0.000    0.000    0.000 dataclasses.py:530(<listcomp>)
       20    0.000    0.000    0.000    0.000 dataclasses.py:592(_is_initvar)
        2    0.000    0.000    0.000    0.000 dataclasses.py:910(<listcomp>)
        2    0.000    0.000    0.000    0.000 dataclasses.py:926(<listcomp>)
        2    0.000    0.000    0.000    0.000 dataclasses.py:935(<listcomp>)
        2    0.000    0.000    0.001    0.000 dataclasses.py:1001(wrap)
        1    0.000    0.000    0.000    0.000 format.py:198(CategoricalFormatter)
        1    0.000    0.000    0.000    0.000 describe.py:138(DataFrameDescriber)
        1    0.000    0.000    0.000    0.000 blocks.py:1327(EABackedBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:1797(ObjectBlock)
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        1    0.000    0.000    0.000    0.000 apply.py:930(FrameColumnApply)
        1    0.000    0.000    0.000    0.000 apply.py:1006(SeriesApply)
        1    0.000    0.000    0.000    0.000 apply.py:1140(ResamplerWindowApply)
        1    0.000    0.000    0.000    0.000 extension.py:436(NDArrayBackedExtensionIndex)
        1    0.000    0.000    0.000    0.000 flags.py:1(<module>)
        1    0.000    0.000    0.000    0.000 accessor.py:216(SparseFrameAccessor)
        1    0.000    0.000    0.000    0.000 accessor.py:43(PandasDelegate)
        1    0.000    0.000    0.000    0.000 transforms.py:3(<module>)
        1    0.000    0.000    0.000    0.000 base.py:82(PandasObject)
        1    0.000    0.000    0.000    0.000 nanops.py:74(disallow)
        6    0.000    0.000    0.000    0.000 nanops.py:1616(make_nancomp)
        1    0.000    0.000    0.000    0.000 invalid.py:3(<module>)
        1    0.000    0.000    0.000    0.000 base.py:1327(ExtensionOpsMixin)
        1    0.000    0.000    0.000    0.000 base.py:1388(ExtensionScalarOpsMixin)
        1    0.000    0.000    0.000    0.000 __init__.py:135(_BaseVersion)
        1    0.000    0.000    0.000    0.000 __init__.py:188(AbstractMethodError)
        5    0.000    0.000    0.000    0.000 generic.py:43(_check)
        1    0.000    0.000    0.000    0.000 _parser.py:394(_ymd)
        1    0.000    0.000    0.000    0.000 string.py:78(Template)
        1    0.000    0.000    0.000    0.000 string.py:175(Formatter)
        1    0.000    0.000    0.000    0.000 easter.py:5(<module>)
        7    0.000    0.000    0.000    0.000 _common.py:9(__init__)
        1    0.000    0.000    0.000    0.000 _common.py:3(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:43(private_class)
        1    0.000    0.000    0.000    0.000 config.py:194(__init__)
        1    0.000    0.000    0.000    0.000 config.py:191(DictWrapper)
        2    0.000    0.000    0.000    0.000 config.py:242(__call__)
        2    0.000    0.000    0.000    0.000 config.py:499(deprecate_option)
        4    0.000    0.000    0.000    0.000 config.py:760(is_type_factory)
        1    0.000    0.000    0.000    0.000 calendar.py:410(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:558(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 tz.py:874(tzrange)
        1    0.000    0.000    0.000    0.000 tz.py:1253(tzical)
        1    0.000    0.000    0.000    0.000 tz.py:1545(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:1475(GettzFunc)
        1    0.000    0.000    0.000    0.000 six.py:195(load_module)
        1    0.000    0.000    0.000    0.000 six.py:209(is_package)
        1    0.000    0.000    0.000    0.000 six.py:164(_SixMetaPathImporter)
        3    0.000    0.000    0.000    0.000 six.py:835(add_metaclass)
        1    0.000    0.000    0.000    0.000 _factories.py:9(__init__)
        1    0.000    0.000    0.000    0.000 _factories.py:13(__call__)
        1    0.000    0.000    0.000    0.000 tz.py:332(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:328(_ttinfo)
        7    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
        3    0.000    0.000    0.000    0.000 _decorators.py:318(rewrite_axis_style_signature)
        1    0.000    0.000    0.000    0.000 _decorators.py:407(Substitution)
        1    0.000    0.000    0.000    0.000 _decorators.py:454(Appender)
        1    0.000    0.000    0.000    0.000 inspect.py:2590(BoundArguments)
        1    0.000    0.000    0.000    0.000 typing.py:1288(SupportsInt)
        1    0.000    0.000    0.000    0.000 typing.py:1297(SupportsFloat)
        1    0.000    0.000    0.000    0.000 typing.py:1645(re)
        1    0.000    0.000    0.000    0.000 tzinfo.py:156(DstTzInfo)
        2    0.000    0.000    0.000    0.000 __init__.py:107(import_lzma)
        5    0.000    0.000    0.000    0.000 typing.py:313(__init__)
        5    0.000    0.000    0.000    0.000 typing.py:473(__eq__)
       41    0.000    0.000    0.000    0.000 typing.py:547(<genexpr>)
        4    0.000    0.000    0.000    0.000 typing.py:835(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:792(Generic)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:357(_get_scalar_type_map)
        6    0.000    0.000    0.000    0.000 core.py:847(__init__)
        2    0.000    0.000    0.000    0.000 core.py:884(__init__)
        1    0.000    0.000    0.000    0.000 core.py:1316(_replace_dtype_fields)
        3    0.000    0.000    0.000    0.000 core.py:1363(getmask)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 hmac.py:26(HMAC)
        1    0.000    0.000    0.000    0.000 c_parser_wrapper.py:29(CParserWrapper)
        1    0.000    0.000    0.000    0.000 base_parser.py:118(BadLineHandleMethod)
        1    0.000    0.000    0.000    0.000 arrayterator.py:16(Arrayterator)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 _iotools.py:133(LineSplitter)
        1    0.000    0.000    0.000    0.000 utils.py:52(_set_function_name)
        1    0.000    0.000    0.000    0.000 utils.py:69(__init__)
        1    0.000    0.000    0.000    0.000 _datasource.py:101(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:300(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 __init__.py:151(py_object)
        1    0.000    0.000    0.000    0.000 __init__.py:358(_FuncPtr)
        2    0.000    0.000    0.000    0.000 __init__.py:428(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:427(LibraryLoader)
        1    0.000    0.000    0.000    0.000 selectors.py:433(PollSelector)
        1    0.000    0.000    0.000    0.000 threading.py:243(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:488(Event)
        1    0.000    0.000    0.000    0.000 threading.py:896(_set_ident)
        1    0.000    0.000    0.000    0.000 tokenize.py:108(any)
        2    0.000    0.000    0.000    0.000 tokenize.py:109(maybe)
        1    0.000    0.000    0.000    0.000 tokenize.py:217(Untokenizer)
